domain,protocol,ip_addr,get_period,average_word_len,path_length,check_double_slash,containsAt,sub_dir,containsHyphen,countQueries,Label
PayUkLimited.com,0,0,0,0,0,1,0,3,0,0,1
safetyconsultantehs.com,0,0,0,0,0,1,0,5,0,0,1
asinter.cl,0,0,0,0,0,0,0,3,0,0,1
1und1de-login-webdesk.bio-robots.com,0,0,1,1,1,0,0,5,3,2,1
taijishentie.com,0,0,1,0,0,1,0,12,0,1,1
bit.ly,0,0,0,0,0,0,0,3,0,0,1
convocatoriasactualizadas.com,0,0,0,1,1,0,0,4,11,0,1
itaucarseguro.com,0,0,0,0,0,0,0,3,0,0,1
halifax-liveteam.com,0,0,0,0,0,0,0,3,1,0,1
sites.google.com,0,0,0,0,0,0,0,4,0,0,1
lmy.de,0,0,0,0,0,0,0,3,0,0,1
jk3bt83s.r.eu-west-1.awstrack.me,0,0,1,1,1,0,0,7,9,0,1
wpcorporate.sfdevserver.com,0,0,0,0,1,1,0,11,2,0,1
vieuxshack.com,0,0,0,0,1,1,0,5,0,0,1
cupkaju.wz.sk,0,0,0,0,1,1,0,4,0,0,1
lloydsbank.personal-user-verify.com,0,0,0,0,0,1,0,3,2,0,1
halifax-mobile-banking.com,0,0,0,0,0,1,0,3,2,0,1
xn--b1adbybtcsj4re.weebly.com,0,0,0,0,0,0,0,3,2,0,1
library.foraqsa.com,0,0,0,0,0,1,0,5,2,0,1
roxburycommunitycolleg798-my.sharepoint.com:443,0,0,0,1,1,0,0,7,1,1,1
lloydsplc.secure-auth-attempted-login.com,0,0,0,0,0,0,0,3,3,0,1
noichienhanquoc.com,0,0,0,0,0,0,0,3,0,0,1
ghostcrtv.com,0,0,0,0,1,1,0,7,0,0,1
halifax-payee-auhtorisation.com,0,0,0,0,0,1,0,3,2,0,1
syjxzftcuzwjswvruogsknsidzjolvgfsash-dot-offgl8876899977678.uk.r.appspot.com,0,0,0,1,0,1,0,3,2,0,1
halifax.add-device.com,0,0,0,0,0,0,0,3,1,0,1
vectorworks.net.vhost.zerolag.com,0,0,1,0,1,1,0,11,1,0,1
securedevice-assist.com,0,0,0,0,0,0,0,3,1,0,1
pinnerx.com,0,0,0,1,1,1,0,4,0,0,1
lloyds-unknown-payee.com,0,0,0,0,0,0,0,3,2,0,1
ph.zanqap.com,0,0,0,0,0,1,0,2,0,0,1
mysp.ac,0,0,0,0,0,0,0,3,0,0,1
brighant.com,0,0,0,0,0,1,0,3,0,0,1
n26pay.com,0,0,0,0,0,0,0,3,0,0,1
51jianli.cn,0,0,1,0,0,1,0,8,0,0,1
sucursalpersonasvirtualtransaccionalbancolombiacomco.burrow.io,0,0,0,1,0,1,0,3,0,0,1
golfballsonline.com,0,0,0,0,0,1,0,4,0,0,1
potenciadigital.com,0,0,0,0,1,0,0,9,1,2,1
sicurezzacredem.com,0,0,0,0,0,1,0,2,0,0,1
paypal.com.11111111111111111111111111.com,0,0,0,0,0,1,0,5,0,0,1
authentication-lloyds.com,0,0,0,0,0,1,0,3,1,0,1
thescrapescape.com,0,0,0,0,1,1,0,6,0,0,1
fbookcom-34967309.consultemerald.org,0,0,0,1,0,1,0,3,1,0,1
dlakupujacych.allegro.secfence.lesavik.net,0,0,0,1,0,1,0,2,0,0,1
ambrosecourt.com,0,0,0,0,0,1,0,5,0,0,1
it-services.my-free.website,0,0,0,0,0,0,0,3,2,0,1
yuquyuju.com,0,0,0,0,1,1,0,7,1,0,1
kinstationery.com,0,0,1,1,0,1,1,4,1,3,1
aadaedu-my.sharepoint.com,0,0,0,0,1,0,0,7,2,0,1
carnegieproperty-my.sharepoint.com,0,0,0,1,1,0,0,7,5,3,1
paypal.com.0.security-confirmation.d72b69c8e37aec662e13e39d929d6e3d.as2.2u.se,0,0,1,1,1,1,0,3,1,0,1
iaak12.org,0,0,0,0,0,0,0,4,0,0,1
betasusss.blogspot.com,0,0,0,0,0,0,0,3,0,0,1
escuelaonline.org,0,0,0,1,1,0,0,7,0,1,1
halifax.secureonline-device.com,0,0,0,0,0,0,0,3,1,0,1
halifax-payee-support.com,0,0,0,0,0,0,0,3,2,0,1
ozairtradelink.com,0,0,0,0,1,1,1,6,0,0,1
burkesobservatory.com,0,0,0,0,0,1,0,3,0,0,1
hasmob.com,0,0,0,0,1,1,0,5,0,0,1
1drv.ms,0,0,0,0,1,0,0,4,0,0,1
rege.opriessnig.at,0,0,0,0,1,1,0,4,0,0,1
vamosfazerjuntos.net,0,0,0,0,1,1,0,5,0,0,1
bit.ly,0,0,0,0,0,0,0,3,0,0,1
lloydsfraudalert.com,0,0,0,0,0,0,0,4,0,0,1
halifaxmanagement.co.uk,0,0,0,0,0,1,0,3,0,0,1
coupedeparis.f3m.free.fr,0,0,0,0,1,1,0,5,0,0,1
thundersoftball.org,0,0,0,0,1,0,0,11,1,0,1
xkpuuejkfukmtkhvsekqtwenojkvzulxvfpu-dot-offglen.uk.r.appspot.com,0,0,0,1,0,0,0,3,2,0,1
glighting-my.sharepoint.com,0,0,0,1,1,0,0,7,5,2,1
halifaxfraudalertschecks.com,0,0,0,0,0,0,0,4,0,0,1
floorsdirectltd.co.uk,0,0,0,0,0,1,0,4,0,0,1
ora-n.yolasite.com,0,0,0,0,0,0,0,3,1,0,1
zonasagura1-bn.pe-lx.xyz,0,0,0,0,0,0,0,2,2,0,1
siwsgsjdelcuirnzvrpzjylbxvbgsvrzjixu-dot-offglen.uk.r.appspot.com,0,0,0,1,0,1,0,3,2,0,1
paramounthealthcare-my.sharepoint.com,0,0,0,1,1,0,0,7,1,0,1
pjcm.net,0,0,0,0,0,1,0,5,0,0,1
estiklal.com,0,0,0,0,0,1,0,6,0,0,1
cy.virtualbrandstudio.com,0,0,0,0,1,1,0,4,3,0,1
wefbee.com,0,0,0,0,0,1,0,3,0,0,1
topfoodseafood.com,0,0,0,0,1,1,0,7,0,0,1
seslimisra.com,0,0,1,1,1,0,1,6,1,10,1
ghostcrtv.com,0,0,0,0,1,1,0,8,1,0,1
nadiamurray32.ml,0,0,0,0,0,0,0,4,0,0,1
halifax-verifyaccount.com,0,0,0,0,0,0,0,3,1,0,1
bit.do,0,0,0,0,0,1,0,3,0,0,1
sharedaccessyu76h.dnsabr.com,0,0,0,0,0,1,0,4,0,0,1
fbook.com.gmgroupllc.co,0,0,0,1,0,1,0,3,0,0,1
sentraco.com,0,0,0,0,1,1,0,5,0,0,1
tera-sei.co.jp,0,0,0,0,0,1,0,7,2,0,1
content-fbook-23679317.roggiehouse.it,0,0,0,1,0,0,0,3,2,0,1
hairyfishnuts.icu,0,0,0,0,1,1,0,4,0,0,1
cfostrategiesllc-my.sharepoint.com,0,0,0,1,1,0,0,6,2,0,1
halifaxsecuregroup.uk,0,0,0,0,0,0,0,3,0,0,1
groupgirl3.top,0,0,0,0,0,0,0,3,0,0,1
sassosassino420.000webhostapp.com,0,0,0,0,0,0,0,4,2,0,1
bankline.xn--ita-70a.com,0,0,1,0,0,0,0,3,3,0,1
sindhgames.com,0,0,0,0,0,0,1,5,0,0,1
paypal.gbhelp-secure.com,0,0,0,0,0,1,0,3,1,0,1
worksitehealthsolutions.org,0,0,0,0,1,1,0,6,1,0,1
blog.dabbleofdevops.com,0,0,0,1,1,1,0,12,1,2,1
diskussionsforen-ebay-de.test105227.test-account.com,0,0,0,0,0,1,0,3,3,0,1
soytablaroquero.com,0,0,0,0,0,1,0,5,0,0,1
mehmetcelalergulec.com.tr,0,0,0,0,0,1,1,5,0,0,1
studiegids.com,0,0,0,0,1,0,0,7,1,0,1
online-protection.live,0,0,0,0,0,0,0,3,1,0,1
eng.tni.ac.th,0,0,0,0,0,0,0,4,0,0,1
hotelcruz.es,0,0,0,0,0,1,1,4,0,0,1
halifax.co.uk.app-review-7394.info,0,0,1,0,0,0,0,3,2,0,1
rocom.co.in,0,0,0,0,0,0,0,6,0,0,1
lloydsbank.online-validate-login-info.com,0,0,0,1,0,0,0,3,3,0,1
halifax.secureonline-digital.com,0,0,0,0,0,1,0,3,1,0,1
firebasestorage.googleapis.com,0,0,1,1,1,0,1,7,11,1,1
halifax.payee-authenticate-online-device.com,0,0,0,0,0,1,0,3,3,0,1
oronge.digital,0,0,0,0,0,1,0,6,0,0,1
u5211565.ct.sendgrid.net,0,0,0,1,0,1,0,4,14,0,1
horstmicket.com,0,0,0,0,0,0,0,5,0,0,1
otropuerto.com,0,0,0,1,1,1,1,6,3,2,1
pp-alert.com,0,0,0,0,0,1,0,3,1,0,1
eliotecae-my.sharepoint.com,0,0,0,1,1,0,0,8,9,4,1
authormacchaz.com,0,0,0,0,1,1,0,8,0,0,1
etrack05.com,0,0,0,1,1,1,0,5,0,0,1
jurnal.stai-aljawami.ac.id,0,0,0,0,1,1,0,10,3,0,1
herba-farm.com,0,0,0,0,0,1,0,4,1,0,1
halifaxfraudpreventioncheck.com,0,0,0,0,0,1,0,4,0,0,1
receptionsosh-mobile.webador.com,0,0,0,0,0,0,0,3,1,0,1
patriothost.net,0,0,0,1,1,0,0,7,1,2,1
likhopadho.com,0,0,0,0,0,0,0,3,0,0,1
lightpressprint.co.zw,0,0,0,0,1,0,0,16,0,0,1
base.etagy.net,0,0,0,0,0,1,0,3,0,0,1
rooyan.in,0,0,0,0,0,1,0,4,0,0,1
tpm.servlces.runescape.com-er.ru,0,0,0,0,0,1,0,3,1,0,1
webdevelopment.tv,0,0,0,0,0,1,0,4,0,0,1
my3-help-uk.com,0,0,0,0,0,0,0,3,2,0,1
straightway.azannom.repairx.monster,0,0,0,0,0,0,0,3,0,0,1
evernote.com,0,0,0,1,0,0,0,6,8,3,1
143.92.51.91,0,0,0,0,0,1,1,4,0,0,1
stolizaparketa.ru,0,0,0,0,1,1,1,9,1,0,1
sloaneandhyde.com,0,0,0,0,0,1,0,5,0,0,1
doapositioning.com,0,0,0,1,1,1,0,6,1,2,1
95877fdce53278834.temporary.link,0,0,0,0,1,0,0,7,0,0,1
pubgmpluss.com,0,0,0,0,0,0,0,3,0,0,1
paypal-login77.com,0,0,0,0,0,0,0,3,1,0,1
hsbc.secur-authreview.live,0,0,0,0,0,1,0,3,1,0,1
chirpme.net,0,0,0,0,1,1,0,6,0,0,1
623112j4j3.codesandbox.io,0,0,0,0,0,1,0,3,0,0,1
uslugatel.net,0,0,0,0,0,0,0,2,0,0,1
unicorn-gifts.net,0,0,0,0,0,1,0,3,1,0,1
login.chaasecure.com.t60wvqjaq3mv0kkhhqzu4bgkgo1hw0kchpm3jst7tnfnz3gw.gq,0,0,0,1,0,1,0,3,0,0,1
mobile-banking-issue.com,0,0,0,0,0,0,0,3,2,0,1
removepayee-security.com,0,0,0,0,0,0,0,3,1,0,1
shootatsight.com,0,0,0,1,0,1,0,5,0,2,1
sassosassino420.000webhostapp.com,0,0,0,0,0,0,0,3,2,0,1
airbnb-ch.long-term-service.com,0,0,0,0,1,0,0,7,4,0,1
secure-deviceonline-login.com,0,0,0,0,0,0,0,3,2,0,1
wvw.zonasegura1bn-bn-conr-pe.xyz,0,0,0,0,0,0,0,2,3,0,1
pmiconnect-my.sharepoint.com,0,0,0,0,0,0,0,2,1,0,1
icartmiami-my.sharepoint.com,0,0,0,1,1,0,0,6,1,1,1
bit.ly,0,0,0,0,0,0,0,3,0,0,1
app.surveymethods.com,0,0,0,0,0,0,0,3,0,0,1
webdisk.jomolufarms.com,0,0,0,0,0,1,0,3,0,0,1
rotseezunft.ch.tcorner.fr,0,0,1,0,1,1,0,7,0,0,1
hrweb99.com,0,0,0,0,1,1,0,8,0,2,1
lloydsgroup.live,0,0,0,0,0,0,0,3,0,0,1
halifaxfraudalertcheck.com,0,0,0,0,0,1,0,3,0,0,1
balex.cc,0,0,0,0,0,0,0,3,0,0,1
claimnowsta.com,0,0,0,0,0,1,0,4,0,0,1
is.gd,0,0,0,0,0,0,0,3,0,0,1
hasmob.com,0,0,0,0,0,1,0,5,0,0,1
lemnexotic.ro,0,0,0,0,1,0,0,8,1,0,1
meatdungeon.com,0,0,0,0,0,1,0,4,0,0,1
leitersadvogados.com.br,0,0,0,0,0,1,0,4,0,0,1
maheshvalue.net,0,0,0,1,1,0,0,13,4,2,1
scha-ymail-com58.weebly.com,0,0,0,0,0,0,0,3,2,0,1
la-biquetterie.com,0,0,0,0,0,1,0,4,1,0,1
betasus30.blogspot.com,0,0,0,0,0,1,0,2,0,0,1
tenzer0mal.nhtvc.com,0,0,0,0,0,0,0,3,0,0,1
ecoanova.com,0,0,0,0,1,0,0,8,2,0,1
maintoolstrading.com,0,0,0,0,0,1,0,4,0,0,1
u3699884.ct.sendgrid.net,0,0,0,1,0,1,0,4,15,0,1
otropuerto.com,0,0,0,0,1,1,0,5,3,0,1
blueeyesvan.com,0,0,0,0,0,0,0,5,0,0,1
casosapple.com-verificacionapple.com,0,0,0,0,0,1,0,3,1,0,1
patch.chelpus.com,0,0,0,0,0,0,0,4,0,0,1
ojs.akamigasbalongan.ac.id,0,0,0,1,0,0,0,5,0,2,1
lenziefilhos.com.br,0,0,0,0,0,0,0,5,0,0,1
services.runescape.com-en.ru,0,0,0,1,1,0,0,4,1,0,1
kuberavc.com,0,0,0,0,0,1,0,4,0,0,1
fbautoliker.co,0,0,0,0,0,0,0,3,1,0,1
docs.google.com,0,0,0,0,1,0,0,7,2,0,1
smarteconomy.rs,0,0,0,0,0,1,0,5,0,0,1
drcristianoamaral.com.br,0,0,0,0,1,0,0,8,2,0,1
anbenig.com,0,0,0,0,0,0,0,3,0,0,1
hrweb99.com,0,0,0,1,1,1,0,7,0,2,1
automationhub.pk,0,0,0,0,0,0,0,5,1,0,1
mixi.guru,0,0,0,0,1,0,0,5,0,0,1
moj.aktiv.rs,0,0,0,0,0,1,0,5,0,0,1
bluestone-creations.com,0,0,0,0,0,0,0,6,2,0,1
hsmai.me,0,0,0,0,0,0,0,3,0,0,1
reregisters-devices.com,0,0,0,0,0,0,0,3,1,0,1
wetransfer.cueecomglobalbizltd.com,0,0,0,0,0,1,0,3,0,0,1
gawvs.in,0,0,0,1,0,0,0,5,0,2,1
v2vtl.csb.app,0,0,0,1,1,0,0,4,1,0,1
justlookapp.com,0,0,0,0,1,1,0,10,1,0,1
nvnuclearwastetaskforce.com,0,0,0,0,0,1,0,5,0,0,1
autolikesfree.net,0,0,0,0,0,0,0,3,0,0,1
columbus.shortest-route.com,0,0,0,0,0,0,0,5,1,0,1
luvoxcr.com,0,0,0,0,0,0,0,4,0,0,1
5250bc74be66e4dd8305d3b0d52a2616-dot-stunning-object-291005.df.r.appspot.com,0,0,0,1,0,0,0,3,4,0,1
greteldeblock.com,0,0,0,1,1,1,0,10,0,2,1
isdzoop09.uk.r.appspot.com,0,0,1,1,0,0,0,5,1,0,1
onlinesecureadd.link,0,0,0,0,0,1,0,3,0,0,1
sfs-group.net,0,0,0,0,1,1,0,5,2,0,1
gbcsport.com.au,0,0,0,0,1,0,0,7,1,0,1
centerprotectuser-argentina.com,0,0,1,0,1,1,0,9,2,0,1
chachainsurance.com,0,0,0,0,0,1,0,6,1,0,1
device-alertprotection.com,0,0,0,0,0,1,0,3,1,0,1
microsoftsecureddrive365.weebly.com,0,0,0,0,0,0,0,3,0,0,1
santiagoferreira.com.br,0,0,0,0,0,1,0,4,0,0,1
windowcleaningny.org,0,0,0,0,0,1,0,4,0,1,1
dexdelivers.com,0,0,0,0,0,1,0,3,0,0,1
stg.qureshimedia.com,0,0,0,0,0,1,0,4,1,0,1
ippulhkmdmhvkrzorfjlqxplfvinkeczkauy-dot-offglen.uk.r.appspot.com,0,0,0,1,0,0,0,3,2,0,1
x9n44x9nvc9nn9a4l9xa4cds.df.r.appspot.com,0,0,1,1,0,0,1,3,0,0,1
halifaxaccount.com,0,0,0,0,0,0,0,3,0,0,1
lerocice1911.blogspot.am,0,0,0,0,0,0,0,3,0,0,1
settingid7112.weebly.com,0,0,0,0,0,1,0,3,0,0,1
voipoid.com,0,0,0,0,0,1,0,3,0,0,1
thelongevityrevolution.com,0,0,0,0,0,0,0,4,0,0,1
rafsafety.com,0,0,0,0,0,0,0,5,0,0,1
t.mails.total.direct-energie.com,0,0,0,0,0,1,0,4,1,0,1
xn--80aaa0a0avl4b6b.xn--p1ai,0,0,0,0,0,1,0,6,4,0,1
careeracademysb-my.sharepoint.com,0,0,0,1,1,0,0,7,3,0,1
volarevic.com,0,0,0,0,0,1,0,8,0,0,1
ingresosucursalpersonasbancolombia.com.co,0,0,0,0,0,1,0,5,0,0,1
accountsbills.com,0,0,0,1,0,0,0,3,0,1,1
marisaprieto.es,0,0,0,0,0,1,0,6,0,1,1
lloydsverifydevice.com,0,0,0,0,0,1,0,3,0,0,1
sadknkv.monster,0,0,0,0,0,1,0,3,0,0,1
cuny620-my.sharepoint.com,0,0,0,1,1,0,0,9,1,3,1
decretovigente.com,0,0,0,0,0,0,0,4,0,0,1
ip-107-180-94-216.ip.secureserver.net,0,0,1,1,0,0,0,5,5,0,1
ponto-livelobb.com,0,0,0,0,0,1,0,4,1,0,1
upzimbra.weebly.com,0,0,0,0,0,0,0,3,0,0,1
urlz.fr,0,0,0,1,0,0,0,3,0,0,1
halifax-securebanking.info,0,0,0,0,0,1,0,3,1,0,1
rehobothevangelisticchurch.com,0,0,0,1,0,1,0,3,1,0,1
sparksfirehousedeli.com,0,0,0,0,0,1,0,4,0,0,1
choosehlpsrvce01.my.id,0,0,0,0,0,0,0,3,0,0,1
acessotaucard.com,0,0,0,0,1,1,0,6,0,0,1
pasarelasdepagos.com,0,0,0,0,1,0,0,8,9,0,1
halifax.loginattempt.com,0,0,0,0,0,1,0,3,0,0,1
getyourtx-tdy.com,0,0,0,0,0,1,0,2,1,0,1
kosmarpgehlpbsnsnfo01.my.id,0,0,0,1,0,0,0,3,0,1,1
bit.ly,0,0,0,0,0,0,0,3,0,0,1
7086552.com,0,0,0,0,1,1,0,6,1,0,1
sc0933tia-21.com,0,0,0,0,0,1,0,3,1,0,1
servicelogin.social,0,0,0,0,0,0,0,3,0,0,1
foamnflow.com,0,0,0,0,0,1,0,4,0,0,1
thaibasilri.com,0,0,0,0,1,1,0,7,1,0,1
mocktails.co.in,0,0,0,0,0,1,0,4,0,0,1
bombogadget.com,0,0,0,0,0,1,0,6,1,0,1
literaturecathode.com,0,0,0,0,1,0,0,6,0,0,1
107.189.6.150,0,0,0,0,0,1,0,3,0,0,1
autoscurt24.de,0,0,0,0,1,1,0,10,0,0,1
9dollarsintothousands.com,0,0,0,0,1,1,0,8,1,0,1
halifax.suspicious-login.com,0,0,0,0,0,0,0,3,1,0,1
repl-mess.myfreesites.net,0,0,0,0,0,1,0,3,1,0,1
betebet148.com,0,0,0,0,0,1,0,2,0,0,1
ouraring-my.sharepoint.com,0,0,0,1,1,1,0,7,13,4,1
moncompte-sfr.particuliers.work,0,0,0,0,0,0,0,3,1,0,1
urlz.fr,0,0,0,0,0,0,0,3,0,0,1
sultantd.com.au,0,0,1,1,0,0,1,4,0,0,1
villashippingtradingpv-my.sharepoint.com,0,0,0,1,1,0,0,7,5,3,1
r20.rs6.net,0,0,0,1,0,1,0,3,3,2,1
device-alert-security.com,0,0,0,0,0,1,0,3,2,0,1
vfg12.gratishosting.cl,0,0,0,0,0,1,0,3,0,0,1
jaywatsonfiles.000webhostapp.com,0,0,0,0,0,0,0,3,0,0,1
metrago.temp.swtest.ru,0,0,0,0,1,1,0,4,0,0,1
vieuxshack.com,0,0,0,1,1,1,0,6,0,2,1
halifax.co.uk.app-review-8979.info,0,0,0,0,0,1,0,3,2,0,1
halifax.secureyour-account.com,0,0,0,0,0,0,0,3,1,0,1
secure-devicebreach.cc,0,0,0,0,0,0,0,3,1,0,1
hmlkl.codesandbox.io,0,0,0,0,0,0,0,3,6,0,1
services.runescape.com-as.ru,0,0,0,1,1,0,0,4,1,0,1
s.id,0,0,0,0,0,0,0,3,0,0,1
facebook-fd.tk,0,0,0,0,0,1,0,3,1,0,1
forms.office.com,0,0,0,1,0,0,0,4,0,0,1
forms.office.com,0,0,0,1,0,0,0,4,3,0,1
ngpdzdovpedcrejsjyanvvggnf-dot-triple-upgrade-293822.rj.r.appspot.com,0,0,0,1,0,0,0,3,4,0,1
bgms.cit.net,0,0,0,0,0,1,0,4,0,0,1
login-live.com-s02.info,0,0,0,0,0,0,0,4,2,0,1
usbank-link-mupyndtfft---com.illmickelsonbeats.com,0,0,0,1,0,1,0,3,5,0,1
referral-deauthorisation.com,0,0,0,0,0,0,0,4,1,0,1
klsjdlfkjqslfkjsdlkfjldsfjldsf.blogspot.com,0,0,0,0,0,0,0,3,0,0,1
e-receipts.co,0,0,0,1,0,0,0,3,1,0,1
halifax-ssecure.link,0,0,0,0,0,1,0,3,1,0,1
amazon.automatic-security.digital,0,0,0,0,0,0,0,3,1,0,1
zohagdyj27bga1znahjjwa-on.drv.tw,0,0,0,0,0,1,0,4,2,0,1
claimspinnow.club,0,0,0,0,0,1,0,4,0,0,1
securevoda-verify.com,0,0,0,0,0,0,0,3,1,0,1
xn--bankofmerca-3ij68171c.vg,0,0,0,0,0,1,0,2,3,0,1
professionalindemnityinsurance.com.mt,0,0,1,1,1,1,1,6,2,3,1
secure.runescape.com-as.ru,0,0,0,1,1,0,0,4,1,0,1
en-id648552-login-made-in-china-com.pantheonsite.io,0,0,1,0,1,0,0,6,11,0,1
sfscalqygduwhrxfdtygedswoifnzplqejkz.offgl8876899977678.uk.r.appspot.com,0,0,1,1,0,1,0,4,0,0,1
zonseguexchance-bn1.com,0,0,0,0,0,1,0,5,1,0,1
halifaxgroupsecurity.com,0,0,0,0,0,1,0,3,0,0,1
cpanel10wh.bkk1.cloud.z.com,0,0,1,1,1,1,0,6,0,2,1
shop.rattsko.se,0,0,0,0,0,1,0,3,0,0,1
osohealthful.com,0,0,0,1,1,1,0,8,7,1,1
energygain.co.uk,0,0,0,0,0,0,0,3,0,0,1
my.jcb.co.jp.daeesycy.top,0,0,1,0,0,0,0,3,0,0,1
ticonme.es,0,0,0,1,1,0,0,7,0,0,1
invest-brasil.com,0,0,0,1,0,1,0,5,1,1,1
dpskesharia.com,0,0,0,0,1,1,0,6,1,0,1
alquileres.com.py,0,0,0,0,1,0,0,6,1,0,1
maciel.med.br,0,0,0,0,0,1,0,6,1,0,1
bludomain6.com,0,0,0,1,1,0,0,6,1,0,1
mutatio.cl,0,0,0,0,1,0,1,9,2,0,1
volby.000webhostapp.com,0,0,0,0,0,0,0,3,0,0,1
akutala.lakutrawa.top,0,0,0,0,0,1,0,3,0,0,1
device-remove-halifaxinfo-plc.com,0,0,0,0,0,1,0,3,3,0,1
docs.google.com,0,0,0,0,1,0,0,7,0,0,1
lloydshelp-me.com,0,0,0,0,0,0,0,3,1,0,1
emailmeform.com,0,0,0,0,0,0,0,5,0,0,1
digitalflashbacks.ca,0,0,0,0,1,1,0,6,1,0,1
device-registration-advanced-security.com,0,0,0,0,0,0,0,3,3,0,1
grupberbagivideohot2020.dynamic-dns.net,0,0,0,0,0,1,0,3,1,0,1
bit.ly,0,0,0,0,0,0,0,3,0,0,1
paypalconfirmation.emilysmaternity.com,0,0,0,0,0,1,0,3,0,0,1
instabio.cc,0,0,0,0,0,0,0,3,0,0,1
bodegascrotta.com.ar,0,0,0,0,0,1,0,5,0,0,1
biokinetix-auth.ml,0,0,0,0,0,0,0,3,1,0,1
ash-sun-comic.glitch.me,0,0,0,0,0,0,1,3,2,0,1
s381404823.mialojamiento.es,0,0,0,0,0,1,0,4,0,0,1
sbn734qew.tk,0,0,0,0,0,0,1,4,0,0,1
lloydsbank.auth-new-device-verify.com,0,0,0,0,0,0,0,3,3,0,1
secure.runescape.com-as.ru,0,0,0,0,1,0,0,4,1,0,1
pnkdmlsizslchfzs-dot-mnospot.ts.r.appspot.com,0,0,0,0,0,0,0,3,2,0,1
nuru0147.website2.me,0,0,0,0,0,1,0,3,0,0,1
professional-house-cleaning.ca,0,0,0,0,1,1,0,5,4,0,1
stroycenter.net,0,0,0,0,1,0,0,6,1,0,1
littlefoots.ru,0,0,0,0,1,0,0,4,0,0,1
betasuslinki.blogspot.com,0,0,0,0,0,1,0,2,0,0,1
fromattyahoomailnetfay.weebly.com,0,0,0,0,0,1,0,3,0,0,1
800emailsupport.com,0,0,0,0,0,1,0,3,0,0,1
infopublishersassociation.com,0,0,0,0,1,0,0,10,1,0,1
faktypolska7.b-cdn.net,0,0,0,0,0,0,0,2,1,0,1
trioeletricotwister.com.br,0,0,0,0,0,1,0,4,0,0,1
000p4en.wcomhost.com,0,0,0,0,1,1,0,6,2,0,1
hrweb99.com,0,0,0,0,0,1,0,6,0,0,1
halifax.co.uk.app-review-1365.info,0,0,1,0,0,1,0,3,2,0,1
betpergiris3.blogspot.com,0,0,0,0,0,0,0,3,0,0,1
summerhills.me,0,0,0,0,0,0,0,4,2,0,1
firebasestorage.googleapis.com,0,0,1,1,1,0,1,7,4,1,1
nhcpe973.web.app,0,0,0,0,0,0,0,2,0,0,1
tekoma-my.sharepoint.com,0,0,0,0,1,0,0,7,2,0,1
alwalaatours.com,0,0,0,0,1,1,0,5,0,0,1
lifeblnc.ru,0,0,0,0,0,1,0,7,0,0,1
hotelmeghapalace.in,0,0,0,0,0,1,0,3,0,0,1
goldenarrowlumber.com,0,0,0,0,0,0,0,4,0,0,1
tvosxdfmkciqxvpwvbbnnrjifawkhznzifyx.offgl8876899977678.uk.r.appspot.com,0,0,1,1,0,1,0,4,0,0,1
bizzlogin.com,0,0,0,1,0,0,0,5,0,6,1
rinnovare-accountmanager.com,0,0,0,1,0,1,0,4,1,2,1
bomdeobra.com,0,0,0,0,0,1,0,4,0,0,1
smcsistemas.com.br,0,0,0,0,0,1,0,5,0,0,1
onedrive.live.com,0,0,0,1,0,0,0,3,0,4,1
ww25.taian.comn.tw,0,0,0,0,0,1,0,3,0,0,1
sites.google.com,0,0,0,0,1,0,0,5,1,0,1
xflixnets.ml,0,0,1,0,1,0,0,7,2,0,1
streamdady.com,0,0,0,0,0,1,0,3,0,0,1
halifaxnewpayee-alerted-secure.com,0,0,0,0,0,1,0,3,2,0,1
bit.ly,0,0,0,0,0,0,0,3,0,0,1
y3s2ye.webwave.dev,0,0,0,0,0,0,0,3,0,0,1
unitus.mk.ua,0,0,0,0,1,1,0,13,1,0,1
doapositioning.com,0,0,0,0,1,1,0,6,1,0,1
br90.teste.website,0,0,0,0,1,1,0,9,2,0,1
alpreco.ro,0,0,0,0,1,1,0,5,1,0,1
tpsfu.org.tw,0,0,1,0,0,0,0,5,0,0,1
exchacecorpsegura.xyz,0,0,0,0,0,0,0,5,0,0,1
securehalifaxapp.com,0,0,0,0,0,1,0,3,0,0,1
secure.runescape.com-as.ru,0,0,0,0,1,0,0,4,1,0,1
pathikareps.com,0,0,0,0,1,1,0,6,0,0,1
sites.google.com,0,0,0,0,0,0,0,4,0,0,1
brainsconsulting.ro,0,0,0,0,1,1,0,7,1,0,1
addpoll.com,0,0,0,0,1,1,0,5,3,0,1
halifax-cancel-link.com,0,0,0,0,0,0,0,3,2,0,1
halifax.add-new-device.com,0,0,0,0,0,1,0,3,2,0,1
k12inc-my.sharepoint.com,0,0,0,1,1,0,0,7,1,3,1
webmail.accenter.answerivecovid19.com,0,0,0,0,0,1,0,3,0,0,1
kongrespdgi.com,0,0,0,1,1,0,0,8,0,2,1
betasus33.blogspot.com,0,0,0,0,0,0,0,3,0,0,1
lloydsbank.secure-new-pair-auth.com,0,0,0,0,0,0,0,3,3,0,1
d5wxk.csb.app,0,0,0,0,0,0,0,4,0,0,1
halifax-apply.com,0,0,0,0,0,0,0,3,1,0,1
centec-am.com.br,0,0,1,1,1,1,1,6,1,10,1
m.facebook.com------account--sec--center----repxk112412.schmittfamilyfarm.com,0,0,0,1,0,1,0,3,14,0,1
