phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
6840149,https://g.rupobancolombia.top,http://www.phishtank.com/phish_detail.php?phish_id=6840149,2020-11-08T21:05:59+00:00,yes,2020-11-08T21:24:56+00:00,yes,Other
6840139,https://rosajaikaran1.typeform.com/to/MMwSf3jw,http://www.phishtank.com/phish_detail.php?phish_id=6840139,2020-11-08T20:31:33+00:00,yes,2020-11-08T20:45:48+00:00,yes,Other
6840138,https://attde0000dndoooo000oooo.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=6840138,2020-11-08T20:31:03+00:00,yes,2020-11-08T20:45:06+00:00,yes,Other
6840111,https://www.idofus-touch.com/,http://www.phishtank.com/phish_detail.php?phish_id=6840111,2020-11-08T19:48:58+00:00,yes,2020-11-08T20:42:20+00:00,yes,Google
6840108,https://rozgrywka-oceniaj.eu,http://www.phishtank.com/phish_detail.php?phish_id=6840108,2020-11-08T19:37:47+00:00,yes,2020-11-08T20:41:39+00:00,yes,Other
6840103,https://www.amazon-check-co-jp.mrpgf.top/,http://www.phishtank.com/phish_detail.php?phish_id=6840103,2020-11-08T19:34:36+00:00,yes,2020-11-14T08:37:44+00:00,yes,Other
6840086,http://bit.ly/MPS-IT,http://www.phishtank.com/phish_detail.php?phish_id=6840086,2020-11-08T18:27:44+00:00,yes,2020-11-09T10:52:04+00:00,yes,Other
6840056,https://wvw.zonasegurabn1-bn-conr-pe.xyz/,http://www.phishtank.com/phish_detail.php?phish_id=6840056,2020-11-08T17:13:50+00:00,yes,2020-11-09T23:24:17+00:00,yes,Virustotal
6840053,http://surrel-kumel-login.cf/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6840053,2020-11-08T17:11:36+00:00,yes,2020-11-08T17:14:06+00:00,yes,Facebook
6840051,https://new-three-details.com/three/,http://www.phishtank.com/phish_detail.php?phish_id=6840051,2020-11-08T17:05:46+00:00,yes,2020-11-08T17:08:37+00:00,yes,Other
6840040,https://ankama-pack.club/fr/mmorpg/actualites/Clef-Ankarto/,http://www.phishtank.com/phish_detail.php?phish_id=6840040,2020-11-08T16:40:43+00:00,yes,2020-11-08T16:45:57+00:00,yes,Google
6839996,https://insta-gram.fr/,http://www.phishtank.com/phish_detail.php?phish_id=6839996,2020-11-08T14:04:32+00:00,yes,2020-11-08T14:08:08+00:00,yes,Other
6839994,http://insta-gram.fr/,http://www.phishtank.com/phish_detail.php?phish_id=6839994,2020-11-08T14:04:27+00:00,yes,2020-11-08T14:07:26+00:00,yes,Other
6839980,https://halifax.banking-payeehelp.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6839980,2020-11-08T14:03:51+00:00,yes,2020-11-08T14:06:45+00:00,yes,Other
6839979,http://halifax.banking-payeehelp.com/,http://www.phishtank.com/phish_detail.php?phish_id=6839979,2020-11-08T14:03:50+00:00,yes,2020-11-08T14:06:03+00:00,yes,Other
6839977,https://www.idiomas247.com/es/factura/manage/sms/sms2.php.........,http://www.phishtank.com/phish_detail.php?phish_id=6839977,2020-11-08T14:03:42+00:00,yes,2020-11-08T14:06:03+00:00,yes,Other
6839976,http://usbank-link-mupyndtfft---com.illmickelsonbeats.com/getStep.php?id=294d18f7c46b98b1666b3beb285753fd,http://www.phishtank.com/phish_detail.php?phish_id=6839976,2020-11-08T14:03:38+00:00,yes,2020-11-08T14:06:03+00:00,yes,Other
6839975,http://usbank-link-mupyndtfft---com.illmickelsonbeats.com/getstep....xxx,http://www.phishtank.com/phish_detail.php?phish_id=6839975,2020-11-08T14:03:34+00:00,yes,2020-11-08T14:06:03+00:00,yes,Other
6839963,https://secured-device-support.com/lloyds/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6839963,2020-11-08T14:02:46+00:00,yes,2020-11-08T14:04:39+00:00,yes,Other
6839962,https://phx.chromeproxy.net/direct/aHR0cHM6Ly9tLmZhY2Vib29rLmNvbS9sb2dpbi5waHA_bmV4dD1odHRwcyUzQSUyRiUyRm1vYmlsZS5mYWNlYm9vay5jb20lMkZzdG9yaWVzLnBocCUzRmFmdGVyY3Vyc29yciUzRDE0NjY2OTk1MjElMjUzQTE0NjY2OTk1MjElMjUzQTE0JTI1M0EtMTE4ODI4OTI2MTAyMTUwNTk5NyUyNTNBMTQ2NjY5ODQyOSUyNTNBMCUyNnRhYiUzRGhfbm9yJTI2X19tX2xvZ19hc3luY19fJTNEMSUyNnJlZmlkJTNEMjgmcmVmc3JjPWh0dHBzJTNBJTJGJTJGbW9iaWxlLmZhY2Vib29rLmNvbSUyRnN0b3JpZXMucGhwJnJlZmlkPTI4Jl9yZGM9MSZfcmRy,http://www.phishtank.com/phish_detail.php?phish_id=6839962,2020-11-08T14:02:41+00:00,yes,2020-11-08T14:04:39+00:00,yes,Other
6839961,https://halifax.verifymy-device.co.uk/,http://www.phishtank.com/phish_detail.php?phish_id=6839961,2020-11-08T14:02:37+00:00,yes,2020-11-08T14:04:39+00:00,yes,Other
6839959,http://halifax.verifymy-device.co.uk/,http://www.phishtank.com/phish_detail.php?phish_id=6839959,2020-11-08T14:02:33+00:00,yes,2020-11-08T14:04:39+00:00,yes,Other
6839960,https://halifax.verifymy-device.co.uk/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6839960,2020-11-08T14:02:33+00:00,yes,2020-11-08T14:04:39+00:00,yes,Other
6839952,http://rem-70304405.unsion.tv/nextVRF.html?location=30c0896ac62eccf2cf0886c959976e3b,http://www.phishtank.com/phish_detail.php?phish_id=6839952,2020-11-08T14:02:09+00:00,yes,2020-11-08T14:03:57+00:00,yes,Other
6839941,https://halifax-mypayees.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6839941,2020-11-08T14:01:35+00:00,yes,2020-11-08T14:03:15+00:00,yes,Halifax
6839900,http://www.designerforuiq.com/lvbag/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6839900,2020-11-08T13:36:11+00:00,yes,2020-11-08T13:39:53+00:00,yes,Other
6839857,https://modulo-verificadati.com/index,http://www.phishtank.com/phish_detail.php?phish_id=6839857,2020-11-08T10:52:10+00:00,yes,2020-11-08T10:57:31+00:00,yes,Other
6839849,https://portale-carte-titolari.com/,http://www.phishtank.com/phish_detail.php?phish_id=6839849,2020-11-08T10:25:51+00:00,yes,2020-11-09T10:53:28+00:00,yes,Other
6839848,https://portale-carte-titolari.com/index,http://www.phishtank.com/phish_detail.php?phish_id=6839848,2020-11-08T10:25:46+00:00,yes,2020-11-09T10:53:28+00:00,yes,Other
6839826,https://ee.accountissues.co.uk/,http://www.phishtank.com/phish_detail.php?phish_id=6839826,2020-11-08T09:29:26+00:00,yes,2020-11-08T09:33:46+00:00,yes,Other
6839827,https://accountsinfo-ee.com/,http://www.phishtank.com/phish_detail.php?phish_id=6839827,2020-11-08T09:29:26+00:00,yes,2020-11-08T09:33:46+00:00,yes,Other
6839825,https://accountsinfo-ee.com/Login.php?ssl=true&session=hmKQb8S676VZrCP7VhTb8QfDovkVEbwPj3AVv3Ww85z0jgTsOHjtT3GWWA7LQ1kYlXzu2kSdzdM9ivisB6xlOlu8bMwMoqoHczQp34tGUIDD2a5YWrWeU1GjFKScblloyk,http://www.phishtank.com/phish_detail.php?phish_id=6839825,2020-11-08T09:29:16+00:00,yes,2020-11-08T09:33:46+00:00,yes,Other
6839824,https://accountsbills.com/Login.php?ssl=true&session=PMvBHNXaLO0IHSblbG5SnckgNb6O9fqRt7ktlVn3NBPjZ6b9LriOgGyWeCNEu1IyJkMdIHYJ30YRGmreiwjZJmY5RsitCKBSqzxlnD0jijDcuUM9CR7XpH11VgSwMDGp75,http://www.phishtank.com/phish_detail.php?phish_id=6839824,2020-11-08T09:27:17+00:00,yes,2020-11-08T09:28:58+00:00,yes,Other
6839823,https://accountsbills.com/,http://www.phishtank.com/phish_detail.php?phish_id=6839823,2020-11-08T09:27:16+00:00,yes,2020-11-08T09:28:58+00:00,yes,Other
6839777,https://onlinecheck-device.com/halifax/,http://www.phishtank.com/phish_detail.php?phish_id=6839777,2020-11-08T06:00:18+00:00,yes,2020-11-08T06:42:09+00:00,yes,Other
6839766,https://halifax.manage-yourdevices.com/,http://www.phishtank.com/phish_detail.php?phish_id=6839766,2020-11-08T05:00:32+00:00,yes,2020-11-08T06:41:27+00:00,yes,Other
6839765,https://halifax.authorise-newdevice.com/,http://www.phishtank.com/phish_detail.php?phish_id=6839765,2020-11-08T05:00:28+00:00,yes,2020-11-08T06:41:27+00:00,yes,Other
6839764,https://amazon-mail.biz/pc/,http://www.phishtank.com/phish_detail.php?phish_id=6839764,2020-11-08T05:00:24+00:00,yes,2020-11-08T06:41:27+00:00,yes,Other
6839763,https://www.lloyds-mypayees.com/,http://www.phishtank.com/phish_detail.php?phish_id=6839763,2020-11-08T05:00:20+00:00,yes,2020-11-11T09:27:52+00:00,yes,Other
6839712,http://www.newviral.2waky.com/,http://www.phishtank.com/phish_detail.php?phish_id=6839712,2020-11-08T02:03:57+00:00,yes,2020-11-08T02:06:34+00:00,yes,Other
6839711,http://viralgishel.2waky.com/,http://www.phishtank.com/phish_detail.php?phish_id=6839711,2020-11-08T02:03:53+00:00,yes,2020-11-08T02:06:34+00:00,yes,Other
6839710,http://www.viralgishel.2waky.com/,http://www.phishtank.com/phish_detail.php?phish_id=6839710,2020-11-08T02:03:49+00:00,yes,2020-11-08T02:05:52+00:00,yes,Other
6839686,https://www.lloydsbank.auth-login-online-device.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6839686,2020-11-08T02:02:27+00:00,yes,2020-11-08T02:03:46+00:00,yes,Other
6839681,https://orderete.flywheelsites.com/wp-content/uploads/2020/11/,http://www.phishtank.com/phish_detail.php?phish_id=6839681,2020-11-08T02:02:08+00:00,yes,2020-11-08T02:03:46+00:00,yes,Other
6839653,https://www.halifax.verifymy-device.co.uk/,http://www.phishtank.com/phish_detail.php?phish_id=6839653,2020-11-08T02:00:33+00:00,yes,2020-11-08T02:01:39+00:00,yes,Other
6839651,https://www.halifax.verifymy-device.co.uk/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6839651,2020-11-08T02:00:25+00:00,yes,2020-11-08T02:01:39+00:00,yes,Other
6839641,http://setting-smbc.com/,http://www.phishtank.com/phish_detail.php?phish_id=6839641,2020-11-08T01:03:07+00:00,yes,2020-11-08T01:05:43+00:00,yes,Sumitomo Mitsui Banking Corporation
6839631,https://www.d0fus.fr/,http://www.phishtank.com/phish_detail.php?phish_id=6839631,2020-11-07T23:46:49+00:00,yes,2020-11-08T00:44:38+00:00,yes,Google
6839630,https://www.d0fus.fr/index.php,http://www.phishtank.com/phish_detail.php?phish_id=6839630,2020-11-07T23:46:36+00:00,yes,2020-11-08T00:44:38+00:00,yes,Google
6839623,https://www.smbc-camrd.xyz/,http://www.phishtank.com/phish_detail.php?phish_id=6839623,2020-11-07T22:34:36+00:00,yes,2020-11-08T00:44:38+00:00,yes,Other
6839618,https://b1015f7c915240.storage.googleapis.com/1a507312bf.html,http://www.phishtank.com/phish_detail.php?phish_id=6839618,2020-11-07T22:21:30+00:00,yes,2020-11-11T09:23:24+00:00,yes,Other
6839600,https://bit.ly/2GGT7TK,http://www.phishtank.com/phish_detail.php?phish_id=6839600,2020-11-07T21:30:18+00:00,yes,2020-11-07T21:34:42+00:00,yes,RuneScape
6839597,https://kh3wfp6f.easy.co/,http://www.phishtank.com/phish_detail.php?phish_id=6839597,2020-11-07T21:15:58+00:00,yes,2020-11-07T21:24:21+00:00,yes,Facebook
6839584,https://smdc-cacb.hbnn.cc/,http://www.phishtank.com/phish_detail.php?phish_id=6839584,2020-11-07T20:48:38+00:00,yes,2020-11-08T08:02:32+00:00,yes,Other
6839582,https://confirm.my.id/?help-cr/,http://www.phishtank.com/phish_detail.php?phish_id=6839582,2020-11-07T20:47:33+00:00,yes,2020-11-07T20:49:16+00:00,yes,Facebook
6839506,https://wvw.zonasegura1bn-bn-conr-pe.xyz/,http://www.phishtank.com/phish_detail.php?phish_id=6839506,2020-11-07T18:32:30+00:00,yes,2020-11-08T23:55:55+00:00,yes,Virustotal
6839474,https://wvw.zonasegura1bn-bn-conr-pe.xyz,http://www.phishtank.com/phish_detail.php?phish_id=6839474,2020-11-07T18:13:18+00:00,yes,2020-11-08T23:53:11+00:00,yes,Virustotal
6839408,https://aviabingo.us/help.php,http://www.phishtank.com/phish_detail.php?phish_id=6839408,2020-11-07T16:49:14+00:00,yes,2020-11-08T22:08:54+00:00,yes,Groupon
6839407,https://aviabingo.us/search.php,http://www.phishtank.com/phish_detail.php?phish_id=6839407,2020-11-07T16:48:56+00:00,yes,2020-11-08T22:08:54+00:00,yes,Google
6839402,https://aviabingo.us,http://www.phishtank.com/phish_detail.php?phish_id=6839402,2020-11-07T16:37:00+00:00,yes,2020-11-08T22:08:12+00:00,yes,Google
6839385,http://wvw.zonasegurabn1-bm-conr-pe.xyz/,http://www.phishtank.com/phish_detail.php?phish_id=6839385,2020-11-07T16:28:41+00:00,yes,2020-11-08T21:42:04+00:00,yes,Virustotal
6839369,http://rakuten-cardc.jp/,http://www.phishtank.com/phish_detail.php?phish_id=6839369,2020-11-07T15:31:00+00:00,yes,2020-11-07T17:50:23+00:00,yes,Other
6839364,http://y-runescape.com.ua/,http://www.phishtank.com/phish_detail.php?phish_id=6839364,2020-11-07T15:25:52+00:00,yes,2020-11-07T15:30:25+00:00,yes,Other
6839363,https://y-runescape.com.ua/,http://www.phishtank.com/phish_detail.php?phish_id=6839363,2020-11-07T15:25:50+00:00,yes,2020-11-07T15:30:25+00:00,yes,Other
6839321,https://halifax.bank-device.co.uk/,http://www.phishtank.com/phish_detail.php?phish_id=6839321,2020-11-07T15:01:08+00:00,yes,2020-11-07T17:55:54+00:00,yes,Other
6839316,https://halifax.login-payee-authentication.com/,http://www.phishtank.com/phish_detail.php?phish_id=6839316,2020-11-07T15:00:48+00:00,yes,2020-11-07T17:56:36+00:00,yes,Other
6839309,https://onlinecheck-device.com/halifax,http://www.phishtank.com/phish_detail.php?phish_id=6839309,2020-11-07T15:00:17+00:00,yes,2020-11-07T18:02:10+00:00,yes,Other
6839302,https://bit.ly/3or90ih,http://www.phishtank.com/phish_detail.php?phish_id=6839302,2020-11-07T14:37:30+00:00,yes,2020-11-11T09:13:08+00:00,yes,RuneScape
6839289,http://lloydsbank.online-login-authenticate-device.com/,http://www.phishtank.com/phish_detail.php?phish_id=6839289,2020-11-07T14:06:16+00:00,yes,2020-11-07T14:18:37+00:00,yes,Other
6839287,https://lloydsbank.online-login-authenticate-device.com/,http://www.phishtank.com/phish_detail.php?phish_id=6839287,2020-11-07T14:06:12+00:00,yes,2020-11-07T14:18:37+00:00,yes,Other
6839288,https://lloydsbank.online-login-authenticate-device.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6839288,2020-11-07T14:06:12+00:00,yes,2020-11-07T14:18:37+00:00,yes,Other
6839281,http://halifax.manage-yourdevices.com/,http://www.phishtank.com/phish_detail.php?phish_id=6839281,2020-11-07T14:05:56+00:00,yes,2020-11-07T14:18:37+00:00,yes,Other
6839279,https://halifax.authorise-newdevice.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6839279,2020-11-07T14:05:52+00:00,yes,2020-11-07T14:17:55+00:00,yes,Other
6839278,http://halifax.authorise-newdevice.com/,http://www.phishtank.com/phish_detail.php?phish_id=6839278,2020-11-07T14:05:51+00:00,yes,2020-11-07T14:17:55+00:00,yes,Other
6839275,http://grupberbagivideohot2020.dynamic-dns.net/,http://www.phishtank.com/phish_detail.php?phish_id=6839275,2020-11-07T14:05:39+00:00,yes,2020-11-07T14:17:55+00:00,yes,Other
6839274,https://halifax.manage-yourdevices.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6839274,2020-11-07T14:05:35+00:00,yes,2020-11-07T14:17:55+00:00,yes,Other
6839271,https://mohzaenisahrudin.my.id/,http://www.phishtank.com/phish_detail.php?phish_id=6839271,2020-11-07T14:05:24+00:00,yes,2020-11-07T14:17:55+00:00,yes,Other
6839270,http://mohzaenisahrudin.my.id/,http://www.phishtank.com/phish_detail.php?phish_id=6839270,2020-11-07T14:05:23+00:00,yes,2020-11-07T14:17:55+00:00,yes,Other
6839268,https://bluestone-creations.com/wp-img/email/daum/......,http://www.phishtank.com/phish_detail.php?phish_id=6839268,2020-11-07T14:05:15+00:00,yes,2020-11-07T14:17:13+00:00,yes,Other
6839265,https://sultantd.com.au/very/cmd-login=9c8e23868b79cf1b07cefa2032c8cf7f/?email=rsenol@melbourneestateagents.com.au,http://www.phishtank.com/phish_detail.php?phish_id=6839265,2020-11-07T14:05:07+00:00,yes,2020-11-07T14:17:13+00:00,yes,Other
6839231,https://amazon-mail.biz/pc,http://www.phishtank.com/phish_detail.php?phish_id=6839231,2020-11-07T14:03:05+00:00,yes,2020-11-07T14:15:08+00:00,yes,Other
6839226,https://secure273.inmotionhosting.com/~b5f87d5/supesp/facture-mobile/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6839226,2020-11-07T14:02:40+00:00,yes,2020-11-07T14:15:08+00:00,yes,Other
6839221,http://redacrecenter.org/wp-includes/js/tinymce/plugins/compat3x/css/plugins215/acurax-social-media-widget/skins7896/advanced_$/tinymceR/wpsecure_$$@@@_/surpport/model_788@$/filewords/catalog/test$$$@@/@tinymce/dataonline@@_securedupgrade_/00000000000000000000000/musrooms/safemode.exe/one-Times-OTP.php?eaZqF4rUnXXYkcGzmqZGY19Hw8cmIZvplag6e8UrLT8QlZZr27aoWGtGtEfMKWeBJGUaZePaLFpKkN1fb1xzzvFJ8z,http://www.phishtank.com/phish_detail.php?phish_id=6839221,2020-11-07T14:02:24+00:00,yes,2020-11-07T14:14:27+00:00,yes,Other
6839220,http://redacrecenter.org/wp-includes/js/tinymce/plugins/compat3x/css/plugins215/acurax-social-media-widget/skins7896/advanced_$/tinymceR/wpsecure_$$@@@_/surpport/model_788@$/filewords/catalog/test$$$@@/@tinymce/dataonline@@_securedupgrade_/00000000000000000000000/musrooms/safemode.exe/verify.php?FZqzuzppirtMIX6eVRHE8qWco9M1zODOncDQ077bGr2TsO8VPpG2WmLgelOd6evVEroipPfQaBQnvnO7ANJrPMbvyn,http://www.phishtank.com/phish_detail.php?phish_id=6839220,2020-11-07T14:02:20+00:00,yes,2020-11-07T14:14:27+00:00,yes,Other
6839219,http://redacrecenter.org/wp-includes/js/tinymce/plugins/compat3x/css/plugins215/acurax-social-media-widget/skins7896/advanced_$/tinymceR/wpsecure_$$@@@_/surpport/model_788@$/filewords/catalog/test$$$@@/@tinymce/dataonline@@_securedupgrade_/00000000000000000000000/musrooms/safemode.exe/one-Times-OTP.php?YRLMuSb4m52YPXKmvDDJxaH1460R2GPzqmPOE99rqocW3nuMvFS06IEpzerGryCACpu54AcbEMNXv5iynaeXXwI1Lk,http://www.phishtank.com/phish_detail.php?phish_id=6839219,2020-11-07T14:02:17+00:00,yes,2020-11-07T14:14:27+00:00,yes,Other
6839217,http://redacrecenter.org/wp-includes/js/tinymce/plugins/compat3x/css/plugins215/acurax-social-media-widget/skins7896/advanced_$/tinymceR/wpsecure_$$@@@_/surpport/model_788@$/filewords/catalog/test$$$@@/@tinymce/dataonline@@_securedupgrade_/00000000000000000000000/musrooms/safemode.exe/one-Time-OTP.php?XryGjVTKNqdbWm5evTIz654wD0jbHxeIYUz0L24Vb6IVBHBBzQcIYybdpDVrfxtOplqMWZd4zOxNkOkM4dEgOyhqsr,http://www.phishtank.com/phish_detail.php?phish_id=6839217,2020-11-07T14:02:09+00:00,yes,2020-11-07T14:14:27+00:00,yes,Other
6839214,https://secure273.inmotionhosting.com/~nf80d86/compte/donat/login.php,http://www.phishtank.com/phish_detail.php?phish_id=6839214,2020-11-07T14:01:56+00:00,yes,2020-11-07T14:13:45+00:00,yes,Other
6839213,https://canonijnetworktool.cc/errorpdf/li/login.php?cmd=login_submit&amp;id=24a268115e9d1c1305af4e95726c747824a268115e9d1c1305af4e95726c7478&amp;session=24a268115e9d1c1305af4e95726c747824a268115e9d1c1305af4e95726c7478,http://www.phishtank.com/phish_detail.php?phish_id=6839213,2020-11-07T14:01:52+00:00,yes,2020-11-07T14:13:45+00:00,yes,Other
6839198,https://www.halifax-security-payee.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6839198,2020-11-07T14:01:11+00:00,yes,2020-11-07T14:13:03+00:00,yes,Other
6839197,http://www.halifax-security-payee.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6839197,2020-11-07T14:01:10+00:00,yes,2020-11-07T14:13:03+00:00,yes,Other
6839196,http://www.lloyds-mypayees.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6839196,2020-11-07T14:01:06+00:00,yes,2020-11-07T14:13:03+00:00,yes,Other
6839195,https://www.lloyds-mypayees.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6839195,2020-11-07T14:01:02+00:00,yes,2020-11-07T14:13:03+00:00,yes,Other
6839194,http://www.lloyds-mypayees.com/,http://www.phishtank.com/phish_detail.php?phish_id=6839194,2020-11-07T14:01:01+00:00,yes,2020-11-07T18:04:57+00:00,yes,Other
6839192,http://www.lloydsfraudalert.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6839192,2020-11-07T14:00:57+00:00,yes,2020-11-07T14:13:03+00:00,yes,Other
6839193,https://www.lloydsfraudalert.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6839193,2020-11-07T14:00:57+00:00,yes,2020-11-07T14:13:03+00:00,yes,Other
6839190,http://www.halifaxnewpayee-alerted-secure.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6839190,2020-11-07T14:00:53+00:00,yes,2020-11-07T14:13:04+00:00,yes,Other
6839191,https://www.halifaxnewpayee-alerted-secure.com/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6839191,2020-11-07T14:00:53+00:00,yes,2020-11-07T14:13:04+00:00,yes,Other
6839188,http://amspdc.com/loginmicrosoftcom/cmd-login=4d79dcadcdf578dd55b5358136707645/?email=JIM.BAILEY@REDMOONMKT.COM&amp;loginpage=&amp;reff=Y2U5ODJkNTdiNDUyN2IzYjY3OGQ0YWVhMTJiYzJjNWQ=,http://www.phishtank.com/phish_detail.php?phish_id=6839188,2020-11-07T14:00:42+00:00,yes,2020-11-07T14:13:04+00:00,yes,Other
6839143,https://2gingergirls.com/wp-admin/maint/staffs/fatturazione-staff/962b315a6db8d63/fatturazione/,http://www.phishtank.com/phish_detail.php?phish_id=6839143,2020-11-07T12:46:42+00:00,yes,2020-11-07T12:48:59+00:00,yes,Other
6839103,https://pubgfree16.gq,http://www.phishtank.com/phish_detail.php?phish_id=6839103,2020-11-07T10:40:15+00:00,yes,2020-11-07T10:44:27+00:00,yes,Other
6839102,https://pastelink.net/26dcc,http://www.phishtank.com/phish_detail.php?phish_id=6839102,2020-11-07T10:39:58+00:00,yes,2020-11-11T09:23:12+00:00,yes,Other
6839100,https://linktr.ee/officialpubgonmobile,http://www.phishtank.com/phish_detail.php?phish_id=6839100,2020-11-07T10:36:49+00:00,yes,2020-11-11T09:23:08+00:00,yes,Other
6839084,https://voicenett.theworkpc.com/,http://www.phishtank.com/phish_detail.php?phish_id=6839084,2020-11-07T09:13:50+00:00,yes,2020-11-07T09:16:33+00:00,yes,Other
6839064,https://user-amazon.b2u.top/,http://www.phishtank.com/phish_detail.php?phish_id=6839064,2020-11-07T08:27:28+00:00,yes,2020-11-12T11:29:20+00:00,yes,Amazon.com
6839031,https://chasingillusions.com/swiaa/m,http://www.phishtank.com/phish_detail.php?phish_id=6839031,2020-11-07T06:50:07+00:00,yes,2020-11-07T06:55:49+00:00,yes,Other
6839024,https://storage.googleapis.com/anocktat-112724459/index.html,http://www.phishtank.com/phish_detail.php?phish_id=6839024,2020-11-07T06:34:47+00:00,yes,2020-11-07T06:55:49+00:00,yes,Other
6838988,https://kkrdh.ir/wp-content/uploads/2020/11/index.html?hgCrXesXgfhVGhBHjHKbJHGfCDxSHFGjBKjHGFCvg,http://www.phishtank.com/phish_detail.php?phish_id=6838988,2020-11-07T04:43:58+00:00,yes,2020-11-07T06:54:26+00:00,yes,Other
6838960,http://montepaschidlsiena.com/,http://www.phishtank.com/phish_detail.php?phish_id=6838960,2020-11-07T02:39:42+00:00,yes,2020-11-07T06:53:45+00:00,yes,Other
6838954,https://arzanims.com/Unionbank/login,http://www.phishtank.com/phish_detail.php?phish_id=6838954,2020-11-07T02:08:17+00:00,yes,2020-11-07T06:53:03+00:00,yes,Other
6838951,http://fulllengthmirrors.net/wp-content/make/u.php,http://www.phishtank.com/phish_detail.php?phish_id=6838951,2020-11-07T02:07:59+00:00,yes,2020-11-07T06:53:03+00:00,yes,Other
6838938,https://blackbelttv.com/wp-admin/js/widgets/dirkt.raif/f656c53315e8fa5da9d789a8498469ee/,http://www.phishtank.com/phish_detail.php?phish_id=6838938,2020-11-07T02:07:16+00:00,yes,2020-11-07T06:51:40+00:00,yes,Other
6838933,http://amspdc.com/loginmicrosoftcom/cmd-login=b4a93aab14d6d85caa830c3cc27292db/?email=JIM.BAILEY@REDMOONMKT.COM&loginpage=&reff=N2Y0NmMwOGQxZmU4MDdmZTgwMGEzMTA3NzJmNWY1YmM=,http://www.phishtank.com/phish_detail.php?phish_id=6838933,2020-11-07T02:07:00+00:00,yes,2020-11-07T06:51:40+00:00,yes,Other
6838932,http://amspdc.com/loginmicrosoftcom/?email=JIM.BAILEY@REDMOONMKT.COM,http://www.phishtank.com/phish_detail.php?phish_id=6838932,2020-11-07T02:06:58+00:00,yes,2020-11-07T06:51:40+00:00,yes,Other
6838926,https://leonastone.tv/wp-includes/widgets/dirkt.raif/7fb69a0dff64856229d76972046fb26e,http://www.phishtank.com/phish_detail.php?phish_id=6838926,2020-11-07T02:06:37+00:00,yes,2020-11-07T06:50:58+00:00,yes,Other
6838927,https://leonastone.tv/wp-includes/widgets/dirkt.raif/7fb69a0dff64856229d76972046fb26e/,http://www.phishtank.com/phish_detail.php?phish_id=6838927,2020-11-07T02:06:37+00:00,yes,2020-11-07T06:50:58+00:00,yes,Other
6838924,http://excelbest.com/BBBrasil/fisica,http://www.phishtank.com/phish_detail.php?phish_id=6838924,2020-11-07T02:06:33+00:00,yes,2020-11-07T06:50:58+00:00,yes,Other
6838925,http://excelbest.com/BBBrasil/fisica/,http://www.phishtank.com/phish_detail.php?phish_id=6838925,2020-11-07T02:06:33+00:00,yes,2020-11-07T06:50:58+00:00,yes,Other
6838922,https://www.halifax.bank-device.co.uk/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6838922,2020-11-07T02:06:25+00:00,yes,2020-11-07T06:50:58+00:00,yes,Other
6838921,http://halifax.bank-device.co.uk/,http://www.phishtank.com/phish_detail.php?phish_id=6838921,2020-11-07T02:06:20+00:00,yes,2020-11-07T06:50:58+00:00,yes,Other
6838916,https://halifax.bank-device.co.uk/Login.php,http://www.phishtank.com/phish_detail.php?phish_id=6838916,2020-11-07T02:06:00+00:00,yes,2020-11-07T06:50:16+00:00,yes,Other
6838890,https://www.halifax.login-payee-issues-authentication.com/,http://www.phishtank.com/phish_detail.php?phish_id=6838890,2020-11-07T02:04:26+00:00,yes,2020-11-07T06:48:53+00:00,yes,Other
6838889,https://www.lloydsbank.online-login-authenticate-device.com/,http://www.phishtank.com/phish_detail.php?phish_id=6838889,2020-11-07T02:04:22+00:00,yes,2020-11-07T06:48:53+00:00,yes,Other
6838888,http://www.halifax.login-payee-issues-authentication.com/,http://www.phishtank.com/phish_detail.php?phish_id=6838888,2020-11-07T02:04:18+00:00,yes,2020-11-07T06:48:53+00:00,yes,Other
